"","SAMPLE_ID","FQCbasicStats","perBaseQual","perTileQual","perSeqQual","perBaseContent","GCcontent","Ncontent","SeqLengthDist","SeqDuplication","OverrepSeqs","AdapterContent","KmerContent","SeqLength_R1","percentGC_R1","phred13_R1","phred25_R1","phred37_R1","phred50_R1","phredGT30_R1","phredGT35_R1","Adapter24_R1","Adapter32_R1","Adapter38_R1","SeqLength_R2","percentGC_R2","phred13_R2","phred25_R2","phred37_R2","phred50_R2","phredGT30_R2","phredGT35_R2","Adapter24_R2","Adapter32_R2","Adapter38_R2","ERCCsumLogErr","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate"
"SRR1950831","SRR1950831","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","WARN","PASS","PASS","FAIL","50","47","39.0","40.0","39.0","38.0",0.94334955264781,0.791130332167826,0.0194184616688845,0.0249617023357141,0.0285002688762752,"50","48","39.0","40.0","39.0","38.0",0.899960889167303,0.749680399135241,0.018048914870409,0.0234106905864406,0.0267780637771923,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950831_accepted_hits.sorted.bam",FALSE,116826968,113118893,3708075,0.9683,0.9111,114935754,3653036,0.0308042269425297,0.721594188316394,43962527,3435345,5290165,8236133,0,0,0,0,0,0,0,1.21694551361891e-05
"SRR1950832","SRR1950832","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","48","39.0","40.0","40.0","38.0",0.952393404434154,0.808288353911992,0.00942484026763004,0.012748687802102,0.0151395480170522,"50","48","39.0","40.0","39.0","38.0",0.914438787273052,0.774375214518104,0.00883963776735236,0.0119607177688333,0.0141898772929174,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950832_accepted_hits.sorted.bam",FALSE,155843490,151151859,4691631,0.9699,0.9363,153094252,5517326,0.0347851403382419,0.746798648287808,60678597,3629360,7019754,9923905,0,0,0,0,0,0,0,9.77280341534594e-06
"SRR1950833","SRR1950833","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","FAIL","50","50","39.0","40.0","39.0","38.0",0.938309393434395,0.779029938184564,0.0137642037103947,0.0183437798169779,0.0214502789233087,"50","50","39.0","40.0","39.0","38.0",0.894449477332649,0.737102150636974,0.0129459941049646,0.0173712193152853,0.0203173733157901,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950833_accepted_hits.sorted.bam",FALSE,133462134,128746776,4715358,0.9647,0.9326,131057800,4063357,0.0300719523886256,0.780121501572458,54042651,3588348,6023625,5620035,0,0,0,0,0,0,0,4.47794465153088e-06
"SRR1950834","SRR1950834","PASS","PASS","PASS/FAIL","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","39.0","38.0",0.937501810044627,0.758741683505212,0.00916162577346593,0.0121069446886742,0.0142484171254059,"50","49","39.0","39.0","38.0","38.0",0.880397112233951,0.6994571319714,0.008718398169721,0.0115398039914091,0.0135621292228331,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950834_accepted_hits.sorted.bam",FALSE,125894686,120937084,4957602,0.9606,0.9273,121438332,4495505,0.0356973559060223,0.77811090479174,50555070,2898081,4915981,6602416,0,0,0,0,0,0,0,6.70555890833501e-06
"SRR1950835","SRR1950835","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","48","39.0","40.0","40.0","38.0",0.952146124396753,0.809791791043639,0.0301921693970971,0.039317176138835,0.0449416415011993,"50","48","39.0","40.0","39.0","38.0",0.904395003449164,0.763161187491799,0.0288057190193115,0.0380044731215699,0.0436830198816493,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950835_accepted_hits.sorted.bam",FALSE,40679422,39109098,1570324,0.9614,0.9199,39703224,960342,0.0236167678948767,0.751886150867899,15740211,997004,1509842,2687244,0,0,0,0,0,0,0,9.46620092958093e-06
"SRR1950836","SRR1950836","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","37.0",0.947831625149777,0.796784877994265,0.0335849252555502,0.0397340348607166,0.0447433171627325,"50","49","39.0","39.0","39.0","37.0",0.88606168688922,0.73008743651303,0.0325328975796026,0.0380736811962925,0.0425671406884921,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950836_accepted_hits.sorted.bam",FALSE,127563184,121036807,6526377,0.9488,0.9091,121686319,5261694,0.0414476278569244,0.752343823440673,49492481,2904948,5698111,7688852,0,0,0,0,0,0,0,9.61762252330814e-06
"SRR1950837","SRR1950837","PASS","PASS","WARN/FAIL","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.942654324710048,0.775714564814064,0.0210946464533247,0.026455861216427,0.0307629534797969,"50","49","39.0","39.0","39.0","37.0",0.87907939526961,0.710955934212232,0.0201973355651227,0.0250462990638922,0.0290188598893304,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950837_accepted_hits.sorted.bam",FALSE,114787418,108634176,6153242,0.9464,0.9076,109022889,4711572,0.041426072261423,0.732896304100076,43290200,2555768,5121198,8100126,0,0,0,0,0,0,0,1.14575585236381e-05
"SRR1950838","SRR1950838","PASS","FAIL/PASS","FAIL","PASS","FAIL","PASS","FAIL/PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.935857885865231,0.739909314402347,0.0118934620656286,0.0151837028400628,0.0187695390932914,"50","49","39.0","39.0","38.0","38.0",0.881581711907013,0.717901271481512,0.0129102486078691,0.0166709659558818,0.0197615637106066,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950838_accepted_hits.sorted.bam",FALSE,129230664,121903832,7326832,0.9433,0.8987,123464527,4949287,0.0385417023747928,0.72888062675073,48795114,2885213,6386188,8878760,0,0,0,0,0,0,0,1.02879153023395e-05
"SRR1950839","SRR1950839","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","FAIL","50","48","39.0","40.0","40.0","38.0",0.95202667925072,0.82291955735989,0.011482652353195,0.0164540007695675,0.0202355078868357,"50","49","39.0","40.0","40.0","39.0",0.922985224290897,0.798711483931091,0.0108590113964231,0.0155705094141406,0.0191961062922159,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950839_accepted_hits.sorted.bam",FALSE,146237990,140127343,6110647,0.9582,0.9214,141222665,6273862,0.0425356591616561,0.739084868031631,56146698,3572339,7144905,9103921,0,0,0,0,0,0,0,8.94086416266189e-06
"SRR1950840","SRR1950840","PASS","PASS","PASS/FAIL","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","39.0","38.0",0.938078718893602,0.761741821341219,0.0076005764744926,0.0100992275260262,0.0121316893727478,"50","49","39.0","39.0","39.0","38.0",0.888611105426919,0.713676068046392,0.00711284717440877,0.00949918201488205,0.0113824017729345,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950840_accepted_hits.sorted.bam",FALSE,129990140,125379596,4610544,0.9645,0.9288,126726043,4194317,0.0320371636619392,0.765073337213747,51492362,3113534,5176488,7521441,0,0,0,0,0,0,0,7.80698310168797e-06
"SRR1950841","SRR1950841","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","WARN","PASS","PASS","FAIL","50","48","39.0","40.0","40.0","38.0",0.952632246287476,0.82583590554152,0.0629027467341605,0.0841008863725242,0.0964757259619189,"50","48","39.0","40.0","40.0","39.0",0.91303064516314,0.787923597245812,0.0597705110547134,0.0810295751856979,0.093630193777158,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950841_accepted_hits.sorted.bam",FALSE,55806784,53730499,2076285,0.9628,0.9191,54538567,1356775,0.0242734895512402,0.750308272197103,21561443,1410097,2104515,3660724,0,0,0,0,0,0,0,1.08063268307228e-05
"SRR1950842","SRR1950842","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","39.0","38.0",0.938567291737007,0.760007031207214,0.0116585623493722,0.0156102098146459,0.0192151863815969,"50","49","39.0","39.0","38.0","38.0",0.873477345768171,0.695046415526111,0.0112157053058502,0.0147345151177267,0.0179767897621551,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950842_accepted_hits.sorted.bam",FALSE,99806474,94964472,4842002,0.9515,0.9111,97204503,3315158,0.0329801947899526,0.702076449242768,36570675,2313568,5169088,8035975,0,0,0,0,0,0,0,1.27971386910414e-05
"SRR1950843","SRR1950843","PASS","PASS","WARN/FAIL","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","48","39.0","40.0","40.0","38.0",0.943711708536065,0.777945997455914,0.0156751165836796,0.0209719583045213,0.0251917571311355,"50","49","39.0","39.0","39.0","37.0",0.881025989404052,0.714171871246316,0.0145718380292081,0.0193329199513828,0.0230777152451583,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950843_accepted_hits.sorted.bam",FALSE,144841028,137224528,7616500,0.9474,0.9083,139638984,4598556,0.03188182493961,0.714625253000401,53455932,2984448,6838326,11524041,0,0,0,0,0,0,0,1.15983386090808e-05
"SRR1950844","SRR1950844","PASS","PASS","PASS/FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","50","48","39.0","40.0","39.0","38.0",0.939755194683529,0.765675682200458,0.00564872896120857,0.00812129413434475,0.0102449085774012,"50","48","39.0","39.0","39.0","38.0",0.888613702070282,0.713737171876822,0.00536814408845061,0.00768973466000128,0.00959543293284472,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950844_accepted_hits.sorted.bam",FALSE,140420970,134741480,5679490,0.9596,0.9216,135454262,5331614,0.0378703755765955,0.777559027123122,56479349,3302814,5801035,7053537,0,0,0,0,0,0,0,6.37401114520637e-06
"SRR1950845","SRR1950845","PASS","PASS","WARN/FAIL","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.941504302104845,0.774024995245832,0.0234889252911719,0.0290221093825587,0.0336845301047251,"50","49","39.0","39.0","39.0","37.0",0.86297986234599,0.694362791380444,0.0224813753390472,0.0273673253552281,0.0314275514868034,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950845_accepted_hits.sorted.bam",FALSE,119894800,112981692,6913108,0.9423,0.8974,114004666,4342655,0.0366941555018385,0.766865192997914,47347484,2761520,5323557,6309039,0,0,0,0,0,0,0,7.20207223682678e-06
"SRR1950846","SRR1950846","PASS","FAIL/PASS","FAIL","PASS","FAIL","PASS","FAIL/PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.935817606719438,0.742251422910772,0.0116059419839194,0.0150504214957742,0.0187871892362486,"50","49","39.0","40.0","38.0","38.0",0.881929572553819,0.720587810683009,0.0127799394546735,0.0166959557773401,0.0199983283051145,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950846_accepted_hits.sorted.bam",FALSE,123850352,116768847,7081505,0.9428,0.8979,117569619,4904465,0.0400449208503572,0.749123048464948,47971084,2820064,5857607,7387566,0,0,0,0,0,0,0,8.83865788815612e-06
"SRR1950847","SRR1950847","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.943217681920117,0.778006901128982,0.0162370297402871,0.021835445360608,0.026234727906885,"50","49","39.0","39.0","39.0","37.0",0.878942849598276,0.709719713424326,0.0151545610909346,0.0201105839930177,0.024060930018963,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950847_accepted_hits.sorted.bam",FALSE,135431174,128124065,7307109,0.946,0.906,129776149,4770383,0.035455265394726,0.725064611403711,50703202,3008594,6446538,9770885,0,0,0,0,0,0,0,1.11432804579088e-05
"SRR1950848","SRR1950848","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.940115137247535,0.762485106258735,0.0100559298317984,0.0137524166448683,0.017082323070622,"50","49","39.0","39.0","38.0","38.0",0.876549096854123,0.698884055015997,0.0094212774431848,0.0127253456037532,0.0157419630641353,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950848_accepted_hits.sorted.bam",FALSE,123847324,118332250,5515074,0.9555,0.9171,119304623,4007418,0.0324981888832738,0.757730840573332,48269680,2799692,4841335,7792230,0,0,0,0,0,0,0,9.90269668247231e-06
"SRR1950849","SRR1950849","PASS","PASS","PASS/FAIL","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","39.0","38.0",0.938203764928094,0.761708907217844,0.00725467055010497,0.00962813212392388,0.0115955004086981,"50","49","39.0","39.0","39.0","38.0",0.885386187760905,0.70942371673469,0.00688093529205987,0.00906995608918119,0.0109256891670069,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950849_accepted_hits.sorted.bam",FALSE,123616916,119196153,4420763,0.9642,0.9259,118957770,5253803,0.0422972100997385,0.777204030124209,49662694,3027842,4638027,6570609,0,0,0,0,0,0,0,8.27582974052918e-06
"SRR1950850","SRR1950850","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","FAIL","50","49","39.0","40.0","39.0","38.0",0.939110408865583,0.780874088504533,0.00832802173954428,0.0113145390827669,0.0135301957121456,"50","49","39.0","40.0","39.0","38.0",0.904164203206335,0.751903840441707,0.00777978681142734,0.0105845688193626,0.0126745251751675,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950850_accepted_hits.sorted.bam",FALSE,132060174,128108751,3951423,0.9701,0.9403,128841109,5549981,0.0412972392738239,0.766550924946024,52694791,3114715,5903567,7029641,0,0,0,0,0,0,0,8.10326774044896e-06
"SRR1950851","SRR1950851","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","37.0",0.94857529884756,0.796621473129753,0.0222501545504703,0.0279749379954428,0.032631855617461,"50","49","39.0","39.0","39.0","37.0",0.888772728162168,0.732664373410062,0.0208990977910419,0.0259847350252222,0.0301736009605679,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950851_accepted_hits.sorted.bam",FALSE,101698170,96629443,5068727,0.9502,0.9097,93233107,8599173,0.0844444708495184,0.737342157023055,38928645,2134689,5253494,6479075,0,0,0,0,0,0,0,6.08806188861698e-06
"SRR1950852","SRR1950852","PASS","PASS","WARN/FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","48","39.0","40.0","40.0","38.0",0.944144933914116,0.777273640469777,0.0293634193399995,0.0345726235969946,0.0387416039309685,"50","49","39.0","39.0","39.0","37.0",0.867078583662367,0.697872149203683,0.0288837305879327,0.0334353839713081,0.0371435397176223,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950852_accepted_hits.sorted.bam",FALSE,148429580,140094013,8335567,0.9438,0.8979,133512842,14445175,0.0976302284451406,0.720537070810102,55718641,2967181,8180017,10463480,0,0,0,0,0,0,0,8.72239507779811e-06
"SRR1950853","SRR1950853","PASS","PASS","WARN","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.943668144901269,0.776293600127935,0.0179830478964409,0.0232910515562644,0.0276620491335096,"50","49","39.0","39.0","39.0","37.0",0.880312512577227,0.708679699527272,0.0172565286874852,0.0220451050624011,0.0259221374765479,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950853_accepted_hits.sorted.bam",FALSE,117822074,111522888,6299186,0.9465,0.9069,111575192,5780181,0.0492536545386806,0.740921443555396,45196886,2545204,6033082,7225743,0,0,0,0,0,0,0,5.84111038092315e-06
"SRR1950854","SRR1950854","PASS","PASS","WARN/FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","49","39.0","40.0","39.0","38.0",0.943135564515067,0.76905455893542,0.0157840109270739,0.0196082131516884,0.023123742858173,"50","49","39.0","39.0","38.0","38.0",0.874355602320276,0.697318648597011,0.015508708410904,0.0189391446123907,0.0220642452959434,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950854_accepted_hits.sorted.bam",FALSE,119868138,113450088,6418050,0.9465,0.9056,111729141,7174808,0.0603412086843306,0.764039543535111,47302456,2652968,5771906,6183675,0,0,0,0,0,0,0,4.96802956700599e-06
"SRR1950855","SRR1950855","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","WARN","PASS","PASS","FAIL","50","48","39.0","40.0","39.0","38.0",0.939327154654587,0.77797182527549,0.00879788446175597,0.0126921336797979,0.015465311153252,"50","48","39.0","40.0","39.0","38.0",0.905510278352421,0.748755346953793,0.00834481975294698,0.0120283411994498,0.0146034345676572,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950855_accepted_hits.sorted.bam",FALSE,94909180,91192574,3716606,0.9608,0.9264,86971359,8895967,0.0927945669413998,0.733466768655637,36210328,2094750,4694683,6368976,0,0,0,0,0,0,0,6.32416254279718e-06
"SRR1950856","SRR1950856","PASS","PASS","WARN/FAIL","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","48","39.0","40.0","40.0","38.0",0.940362224623709,0.766001102250167,0.0191155440162753,0.0242784200284381,0.0284055393329228,"50","49","39.0","39.0","39.0","37.0",0.864151634923404,0.686743372875967,0.0181858374834449,0.0227707400426884,0.0264913336769241,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950856_accepted_hits.sorted.bam",FALSE,113153986,105933673,7220313,0.9362,0.8913,105618345,6188123,0.0553467353963815,0.706447000134954,41349108,2298986,6192703,8690286,0,0,0,0,0,0,0,8.92401354824873e-06
"SRR1950857","SRR1950857","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.952409550453064,0.8230400530671,0.0161583632769167,0.0227134037083712,0.0272952579984406,"50","49","39.0","40.0","40.0","39.0",0.924376016154591,0.800857233308659,0.0151267931691778,0.0212683350342391,0.0255774253577053,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950857_accepted_hits.sorted.bam",FALSE,137848120,132633209,5214911,0.9622,0.9269,131355323,8536158,0.0610198558123779,0.730936933515952,52587974,3080243,7259272,9018491,0,0,0,0,0,0,0,6.10405717474493e-06
"SRR1950858","SRR1950858","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.952343894852358,0.823097659102677,0.027626344671705,0.0369689598345789,0.0427255206925114,"50","49","39.0","40.0","40.0","39.0",0.921596636287925,0.796170577862281,0.0259002343220537,0.035007782767331,0.0406459523587367,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950858_accepted_hits.sorted.bam",FALSE,116562652,112007570,4555082,0.9609,0.9275,110351956,6808020,0.058108752087829,0.754019441940662,45417923,2563221,5201598,7051677,0,0,0,0,0,0,0,5.8126832440136e-06
"SRR1950859","SRR1950859","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","WARN","PASS","PASS","FAIL","50","47","39.0","40.0","39.0","38.0",0.944066680465843,0.79176689575891,0.0187789170115747,0.0243297794853434,0.0278817164145417,"50","48","39.0","40.0","39.0","38.0",0.902688504335153,0.753813691836017,0.0177443082956486,0.02307770524314,0.0264670921829996,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950859_accepted_hits.sorted.bam",FALSE,91048914,87132308,3916606,0.957,0.9132,86639707,5382865,0.0584950505404261,0.711075612747794,33807807,2156976,5063421,6516398,0,0,0,0,0,0,0,9.16947970035442e-06
"SRR1950860","SRR1950860","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","49","39.0","40.0","40.0","38.0",0.950888969518,0.804251100537312,0.00837833158284272,0.0114204194750102,0.013927204347526,"50","49","39.0","40.0","39.0","38.0",0.916677417801936,0.775725063743492,0.00787473640756054,0.0107881277549337,0.0130916093900207,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950860_accepted_hits.sorted.bam",FALSE,107228986,103942063,3286923,0.9693,0.938,101796589,6683681,0.0616119502652418,0.771259310339987,42858313,2450659,4426929,5833364,0,0,0,0,0,0,0,5.13319318004887e-06
"SRR1950861","SRR1950861","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","50","48","39.0","40.0","40.0","38.0",0.952442170555005,0.808049088640272,0.0186848451436309,0.0246686178153341,0.028851229695429,"50","49","39.0","40.0","39.0","38.0",0.91320253874744,0.771497080134975,0.0178056174210884,0.023621080785905,0.0276328712799059,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950861_accepted_hits.sorted.bam",FALSE,79615324,76633997,2981327,0.9626,0.9253,75183961,4719490,0.0590649082228,0.750636240463335,30818725,1773007,3191347,5273725,0,0,0,0,0,0,0,7.39809969426055e-06
"SRR1950862","SRR1950862","PASS","PASS","PASS/FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","48","39.0","40.0","39.0","38.0",0.940981685774352,0.767881274839378,0.0112567708938325,0.0147736390642785,0.0170836409595572,"50","48","39.0","39.0","39.0","38.0",0.886698656003794,0.712055650538924,0.0106064594794449,0.013947783464412,0.0161301168611606,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950862_accepted_hits.sorted.bam",FALSE,100259658,95925982,4333676,0.9568,0.9203,93990152,6078129,0.060739816246069,0.76025191633761,39244562,2160455,4132045,6083409,0,0,0,0,0,0,0,5.88616583362556e-06
"SRR1950863","SRR1950863","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","FAIL","50","48","39.0","40.0","39.0","38.0",0.941032209911269,0.78511786815775,0.00733008696717005,0.0105581997766336,0.013148163838367,"50","48","39.0","40.0","39.0","38.0",0.906337657869053,0.755132825128343,0.00687303448568768,0.00993442374844694,0.0123260442804805,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950863_accepted_hits.sorted.bam",FALSE,139152510,133589144,5563366,0.96,0.9277,130426810,9921203,0.0706900139726239,0.746611323833551,53876658,2970645,6681327,8632957,0,0,0,0,0,0,0,7.25731725973055e-06
"SRR1950864","SRR1950864","PASS","PASS","WARN/FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","48","39.0","40.0","40.0","38.0",0.943565668770624,0.777978003660043,0.0274512369274076,0.0327738431713476,0.0371197575471769,"50","49","39.0","39.0","39.0","37.0",0.866029599959037,0.698819496591874,0.0270649334273339,0.0317515966452092,0.0355508551247077,-623.141208488785,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950864_accepted_hits.sorted.bam",FALSE,109758260,103620779,6137481,0.9441,0.8985,99326409,10350758,0.0943747753805494,0.740658623709769,42435310,2504558,6105766,6248386,0,0,0,0,0,0,0,5.60853685291801e-06
"SRR1950865","SRR1950865","PASS","PASS","PASS/FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL/WARN","PASS","PASS","FAIL","50","48","39.0","40.0","39.0","38.0",0.939273535626914,0.764049245079587,0.00754033502909225,0.0102522941669441,0.0124759725863516,"50","48","39.0","39.0","39.0","38.0",0.883936857906853,0.707749117460618,0.00713850401161833,0.00969837571257767,0.0117795722174227,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950865_accepted_hits.sorted.bam",FALSE,124928136,119416751,5511385,0.9559,0.9188,116551251,8393738,0.0671794688780996,0.753303817474579,48690706,2716973,5542818,7685716,0,0,0,0,0,0,0,7.10607893013505e-06
"SRR1950866","SRR1950866","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","WARN/PASS","PASS","WARN","PASS","PASS","FAIL","50","47","39.0","40.0","40.0","38.0",0.956817132190931,0.831507447676119,0.0134681779184015,0.0183747776231983,0.0214161763600312,"50","47","39.0","40.0","40.0","39.0",0.920538219129762,0.798141040830248,0.0125406736119276,0.0171088871301867,0.0199505157087022,-643.072778500803,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/otherData/Marchetto/HISAT2_out/SRR1950866_accepted_hits.sorted.bam",FALSE,98112752,93863498,4249254,0.9567,0.8776,93086303,5549971,0.0562670382297693,0.690619877697432,35311788,3337358,5146845,7334579,0,0,0,0,0,0,0,7.02315045615929e-06
