"","SAMPLE_ID","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate"
"SRR4247123","SRR4247123","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247123_accepted_hits.sorted.bam",FALSE,4121518,1017542,3103976,0.2469,0,1208463,14363,0.0117457430574751,0.39565838092039,480573,41632,317163,375248,0,0,0,0,0,0,0,0
"SRR4247124","SRR4247124","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247124_accepted_hits.sorted.bam",FALSE,4516402,1253133,3263269,0.2775,1e-04,1548753,35410,0.0223524978174594,0.36557855099277,570663,58460,502963,428900,0,0,0,0,0,0,0,5.4322778943089e-05
"SRR4247125","SRR4247125","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247125_accepted_hits.sorted.bam",FALSE,4596538,897784,3698754,0.1953,1e-04,1103205,29155,0.0257471122257939,0.370800046229393,413877,34884,356925,310487,0,0,0,0,0,0,0,0
"SRR4247126","SRR4247126","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247126_accepted_hits.sorted.bam",FALSE,5370694,1166462,4204232,0.2172,0,1409545,18812,0.0131703768735687,0.420811656734629,594933,51887,397277,369678,0,0,0,0,0,0,0,0
"SRR4247127","SRR4247127","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247127_accepted_hits.sorted.bam",FALSE,4231156,1290363,2940793,0.305,0,1548663,33466,0.0211525103199549,0.395373826920201,624028,69254,448366,436676,0,0,0,0,0,0,0,0
"SRR4247128","SRR4247128","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247128_accepted_hits.sorted.bam",FALSE,2748208,815521,1932687,0.2967,0,971859,25615,0.0256798673449132,0.438920779428044,431787,45276,277842,228842,0,0,0,0,0,0,0,0
"SRR4247129","SRR4247129","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247129_accepted_hits.sorted.bam",FALSE,3108014,939961,2168053,0.3024,2e-04,1110553,33925,0.0296423347587284,0.451440362689903,510626,50686,315089,254703,0,0,0,0,0,0,0,0
"SRR4247130","SRR4247130","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247130_accepted_hits.sorted.bam",FALSE,2763014,772235,1990779,0.2795,1e-04,926232,19502,0.0206210202868883,0.343830394511735,322363,30912,268944,315345,0,0,0,0,0,0,0,0
"SRR4247131","SRR4247131","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247131_accepted_hits.sorted.bam",FALSE,2156982,579707,1577275,0.2688,1e-04,712830,1913,0.00267648651333416,0.372959579015489,262800,24332,206286,211216,0,0,0,0,0,0,0,0
"SRR4247132","SRR4247132","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247132_accepted_hits.sorted.bam",FALSE,2543224,695439,1847785,0.2734,0,847005,2508,0.00295227971790897,0.341309267343198,288977,23501,231151,303043,0,0,0,0,0,0,0,0
"SRR4247133","SRR4247133","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247133_accepted_hits.sorted.bam",FALSE,3875504,1169470,2706034,0.3018,1e-04,1383968,40374,0.0283457203396375,0.395884673825606,558081,47737,390034,413854,0,0,0,0,0,0,0,4.30045100979965e-05
"SRR4247134","SRR4247134","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247134_accepted_hits.sorted.bam",FALSE,3064216,569206,2495010,0.1858,0,674857,21373,0.030698188816914,0.405114496833931,279006,24199,196331,189173,0,0,0,0,0,0,0,0
"SRR4247135","SRR4247135","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247135_accepted_hits.sorted.bam",FALSE,3785108,1066987,2718121,0.2819,0,1238961,23112,0.0183127283445569,0.435410546290506,547935,48399,299998,362101,0,0,0,0,0,0,0,0.000489109109657167
"SRR4247136","SRR4247136","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247136_accepted_hits.sorted.bam",FALSE,2866808,586708,2280100,0.2047,1e-04,716769,14526,0.0198633930219679,0.360876714609829,260064,20639,222323,217619,0,0,0,0,0,0,0,0
"SRR4247137","SRR4247137","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247137_accepted_hits.sorted.bam",FALSE,2806592,729885,2076707,0.2601,0,860662,20361,0.0231106338881051,0.416289994199206,365998,34082,230944,248166,0,0,0,0,0,0,0,0
"SRR4247138","SRR4247138","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247138_accepted_hits.sorted.bam",FALSE,2739368,628354,2111014,0.2294,0,753332,13610,0.0177458008558665,0.37472510781057,283710,23826,213986,235593,0,0,0,0,0,0,0,0
"SRR4247139","SRR4247139","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247139_accepted_hits.sorted.bam",FALSE,2175146,573360,1601786,0.2636,1e-04,691679,7970,0.0113914262723165,0.34566623769608,238518,19497,193408,238601,0,0,0,0,0,0,0,3.35404455848196e-05
"SRR4247140","SRR4247140","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247140_accepted_hits.sorted.bam",FALSE,2770700,529435,2241265,0.1911,0,639585,9257,0.0142669555916541,0.391260731798262,250786,23786,184697,181700,0,0,0,0,0,0,0,0
"SRR4247141","SRR4247141","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247141_accepted_hits.sorted.bam",FALSE,2392086,671842,1720244,0.2809,0,806363,8253,0.0101311538197138,0.332550972407193,267930,23556,216296,297899,0,0,0,0,0,0,0,0.000141828089426343
"SRR4247142","SRR4247142","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247142_accepted_hits.sorted.bam",FALSE,2208834,589012,1619822,0.2667,0,693823,6147,0.00878180493449719,0.274274069279196,191519,16724,170145,319888,0,0,0,0,0,0,0,0
"SRR4247143","SRR4247143","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247143_accepted_hits.sorted.bam",FALSE,2486088,601325,1884763,0.2419,2e-04,707196,26689,0.0363667332075189,0.390526809873544,282882,24953,203905,212620,0,0,0,0,0,0,0,6.36307718412624e-05
"SRR4247144","SRR4247144","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247144_accepted_hits.sorted.bam",FALSE,3420148,826427,2593721,0.2416,0,970318,14166,0.0143892638173906,0.318734484069372,311089,24806,242975,397143,0,0,0,0,0,0,0,0.00012536605280161
"SRR4247145","SRR4247145","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247145_accepted_hits.sorted.bam",FALSE,2661258,531973,2129285,0.1999,2e-04,690266,10703,0.0152688635303416,0.315627824251144,218274,18682,261409,193190,0,0,0,0,0,0,0,0
"SRR4247146","SRR4247146","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247146_accepted_hits.sorted.bam",FALSE,4783584,782039,4001545,0.1635,3e-04,964720,12769,0.013063062602239,0.292545047331553,282399,25242,298850,358827,0,0,0,0,0,0,0,0
"SRR4247147","SRR4247147","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247147_accepted_hits.sorted.bam",FALSE,3291614,593980,2697634,0.1805,0,702545,15869,0.0220889347924734,0.3408574925096,242319,22854,191868,253869,0,0,0,0,0,0,0,0
"SRR4247148","SRR4247148","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247148_accepted_hits.sorted.bam",FALSE,3072578,940559,2132019,0.3061,0,1112090,27543,0.0241683068145622,0.350935241429736,399325,34292,305267,399004,0,0,0,0,0,0,0,0
"SRR4247149","SRR4247149","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247149_accepted_hits.sorted.bam",FALSE,2562976,758010,1804966,0.2958,3e-04,891520,24541,0.0267897006858714,0.373143002353357,337728,30139,247227,289996,0,0,0,0,0,0,0,0
"SRR4247150","SRR4247150","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247150_accepted_hits.sorted.bam",FALSE,2022632,546129,1476503,0.27,0,659763,11583,0.0172533983966539,0.365606540290927,242743,23755,191268,206180,0,0,0,0,0,0,0,0
"SRR4247151","SRR4247151","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247151_accepted_hits.sorted.bam",FALSE,2339212,656176,1683036,0.2805,0,765545,16849,0.0215351855970266,0.379709791957751,296223,25093,195504,263310,0,0,0,0,0,0,0,0
"SRR4247152","SRR4247152","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247152_accepted_hits.sorted.bam",FALSE,1967910,534206,1433704,0.2715,1e-04,623290,20317,0.0315674006031631,0.36895363251609,235723,20949,170604,211620,0,0,0,0,0,0,0,0
"SRR4247153","SRR4247153","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247153_accepted_hits.sorted.bam",FALSE,2194638,489895,1704743,0.2232,0,592362,13644,0.022514628568034,0.358851350009598,216851,18900,177569,190972,0,0,0,0,0,0,0,0
"SRR4247154","SRR4247154","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247154_accepted_hits.sorted.bam",FALSE,1929044,533491,1395553,0.2766,0,623968,25617,0.0394359475665232,0.42431481287282,275141,25934,182212,165149,0,0,0,0,0,0,0,0
"SRR4247155","SRR4247155","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247155_accepted_hits.sorted.bam",FALSE,3119144,897680,2221464,0.2878,0,1055430,17950,0.0167228754029328,0.365578242338894,391735,39892,269246,370676,0,0,0,0,0,0,0,2.55274611663497e-06
"SRR4247156","SRR4247156","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247156_accepted_hits.sorted.bam",FALSE,3297678,951753,2345925,0.2886,1e-04,1142545,23400,0.0200695573118801,0.327873907301104,382800,31923,345001,407798,0,0,0,0,0,0,0,0
"SRR4247157","SRR4247157","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247157_accepted_hits.sorted.bam",FALSE,3237420,660956,2576464,0.2042,0,788168,13396,0.0167123273999331,0.428404554527309,339975,29348,220683,203578,0,0,0,0,0,0,0,0
"SRR4247158","SRR4247158","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247158_accepted_hits.sorted.bam",FALSE,2243546,647954,1595592,0.2888,0,772374,18838,0.023809042329995,0.421743130990415,330014,32015,222339,198132,0,0,0,0,0,0,0,0
"SRR4247159","SRR4247159","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247159_accepted_hits.sorted.bam",FALSE,2280252,659172,1621080,0.2891,0,788884,11304,0.0141266802301459,0.437341219807504,349290,33661,215395,200321,0,0,0,0,0,0,0,0
"SRR4247160","SRR4247160","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247160_accepted_hits.sorted.bam",FALSE,2293868,580755,1713113,0.2532,3e-04,710552,7028,0.00979402993394465,0.350695575992788,248586,22179,210134,227938,0,0,0,0,0,0,0,0
"SRR4247161","SRR4247161","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247161_accepted_hits.sorted.bam",FALSE,3146244,843395,2302849,0.2681,1e-04,980462,47387,0.0461030754517444,0.493012224189995,502200,44105,291411,180920,0,0,0,0,0,0,0,0
"SRR4247162","SRR4247162","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247162_accepted_hits.sorted.bam",FALSE,2336138,490052,1846086,0.2098,2e-04,652823,6874,0.010419935212681,0.304116493979278,197652,16167,254968,181135,0,0,0,0,0,0,0,0
"SRR4247163","SRR4247163","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247163_accepted_hits.sorted.bam",FALSE,3632250,994084,2638166,0.2737,1e-04,1160424,43858,0.0364183804125612,0.432127739404363,514821,52097,327992,296453,0,0,0,0,0,0,0,0
"SRR4247164","SRR4247164","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247164_accepted_hits.sorted.bam",FALSE,2913776,886324,2027452,0.3042,0,1017306,33352,0.0317439166693634,0.376882595843194,395106,36077,253708,363462,0,0,0,0,0,0,0,0
"SRR4247165","SRR4247165","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247165_accepted_hits.sorted.bam",FALSE,2553364,768176,1785188,0.3008,1e-04,917797,20263,0.0216009636910219,0.440173026903679,408356,38467,263068,217826,0,0,0,0,0,0,0,0
"SRR4247166","SRR4247166","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247166_accepted_hits.sorted.bam",FALSE,2175918,607834,1568084,0.2793,2e-04,712263,31287,0.0420778696792415,0.426032102264195,312083,29648,211602,179201,0,0,0,0,0,0,0,0
"SRR4247167","SRR4247167","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247167_accepted_hits.sorted.bam",FALSE,2705476,711141,1994335,0.2629,0,844503,4983,0.00586590008546344,0.371468014175771,314558,27006,213429,291804,0,0,0,0,0,0,0,8.26556628666255e-05
"SRR4247168","SRR4247168","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247168_accepted_hits.sorted.bam",FALSE,2120304,608061,1512243,0.2868,1e-04,712219,32642,0.0438229414615613,0.477203976970867,352104,34156,211971,139617,0,0,0,0,0,0,0,0
"SRR4247169","SRR4247169","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247169_accepted_hits.sorted.bam",FALSE,2012550,491716,1520834,0.2443,1e-04,595444,10649,0.017569910888263,0.413294066064973,249797,24513,174099,155996,0,0,0,0,0,0,0,0
"SRR4247170","SRR4247170","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247170_accepted_hits.sorted.bam",FALSE,3446050,751565,2694485,0.2181,1e-04,908621,3122,0.00342421055056085,0.228770474909302,206453,18250,242315,435428,0,0,0,0,0,0,0,0
"SRR4247171","SRR4247171","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247171_accepted_hits.sorted.bam",FALSE,2282928,583211,1699717,0.2555,0,680493,13969,0.0201148514965542,0.39507749932804,273396,20678,170289,227643,0,0,0,0,0,0,0,0
"SRR4247172","SRR4247172","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247172_accepted_hits.sorted.bam",FALSE,4830910,752096,4078814,0.1557,0,905225,7937,0.00869177648653799,0.383555774995904,346469,34640,248053,274146,0,0,0,0,0,0,0,0
"SRR4247173","SRR4247173","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247173_accepted_hits.sorted.bam",FALSE,4936896,1309976,3626920,0.2653,0,1538363,23618,0.0151205424393767,0.409782228876073,639123,53502,390287,476753,0,0,0,0,0,0,0,0
"SRR4247174","SRR4247174","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247174_accepted_hits.sorted.bam",FALSE,3814196,715154,3099042,0.1875,1e-04,876724,14151,0.0158843833309948,0.301344343758469,264640,24025,268415,321118,0,0,0,0,0,0,0,5.66807738814994e-05
"SRR4247175","SRR4247175","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247175_accepted_hits.sorted.bam",FALSE,4048924,992445,3056479,0.2451,0,1146345,37602,0.0317598676292098,0.405667662135886,479644,46434,295703,360576,0,0,0,0,0,0,0,1.45941573333556e-05
"SRR4247176","SRR4247176","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247176_accepted_hits.sorted.bam",FALSE,8450498,2295155,6155343,0.2716,0,2682498,93403,0.0336478138089219,0.444760582877907,1219586,111308,744805,666419,0,0,0,0,0,0,0,0
"SRR4247177","SRR4247177","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247177_accepted_hits.sorted.bam",FALSE,3128394,768463,2359931,0.2456,1e-04,912423,27905,0.0296758152474456,0.388412894457239,360084,35123,264260,267598,0,0,0,0,0,0,0,0
"SRR4247178","SRR4247178","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247178_accepted_hits.sorted.bam",FALSE,5621964,869198,4752766,0.1546,1e-04,1062469,4809,0.00450585508180624,0.202222737304994,217240,17983,324434,514604,0,0,0,0,0,0,0,0
"SRR4247179","SRR4247179","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247179_accepted_hits.sorted.bam",FALSE,3788172,990195,2797977,0.2614,0,1185681,9202,0.00770117241604408,0.345772988564116,408546,39915,310078,423005,0,0,0,0,0,0,0,2.44770478722102e-06
"SRR4247180","SRR4247180","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247180_accepted_hits.sorted.bam",FALSE,3495290,900508,2594782,0.2576,0,1041304,25553,0.0239516636250219,0.45552959260084,484837,41810,260847,276843,0,0,0,0,0,0,0,0
"SRR4247181","SRR4247181","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247181_accepted_hits.sorted.bam",FALSE,4929722,1174609,3755113,0.2383,2e-04,1375679,66744,0.0462721406965918,0.508723924121952,724139,63568,421331,214404,0,0,0,0,0,0,0,0.000212666352730622
"SRR4247182","SRR4247182","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247182_accepted_hits.sorted.bam",FALSE,4953250,974120,3979130,0.1967,2e-04,1252169,4705,0.0037434142165404,0.199477924870374,251413,22179,435276,551487,0,0,0,0,0,0,0,2.38651143735606e-05
"SRR4247183","SRR4247183","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247183_accepted_hits.sorted.bam",FALSE,5665464,1313614,4351850,0.2319,1e-04,1632619,39175,0.0234329109926223,0.342261883081406,563808,48380,553372,481740,0,0,0,0,0,0,0,6.38515239230376e-05
"SRR4247184","SRR4247184","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247184_accepted_hits.sorted.bam",FALSE,4050306,943937,3106369,0.2331,0,1137913,7825,0.00682965913673108,0.302548058569805,344752,30022,315444,449277,0,0,0,0,0,0,0,2.90063581937161e-06
"SRR4247185","SRR4247185","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247185_accepted_hits.sorted.bam",FALSE,5041268,1484337,3556931,0.2944,0,1754447,30565,0.0171231341862128,0.261655304476332,468133,46386,466276,808326,0,0,0,0,0,0,0,0
"SRR4247186","SRR4247186","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247186_accepted_hits.sorted.bam",FALSE,2401008,549096,1851912,0.2287,0,654307,16538,0.0246524905156929,0.32970555416116,218060,20961,184327,238030,0,0,0,0,0,0,0,0
"SRR4247187","SRR4247187","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247187_accepted_hits.sorted.bam",FALSE,6640498,1961296,4679202,0.2954,2e-04,2284366,54977,0.0235010428141577,0.3846268021822,888826,81403,587689,752961,0,0,0,0,0,0,0,1.68761939907248e-05
"SRR4247188","SRR4247188","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247188_accepted_hits.sorted.bam",FALSE,5898462,1673182,4225280,0.2837,1e-04,1967440,26510,0.0132952180345545,0.365469188290367,719588,65997,495779,687579,0,0,0,0,0,0,0,0
"SRR4247189","SRR4247189","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247189_accepted_hits.sorted.bam",FALSE,2305920,549583,1756337,0.2383,1e-04,659389,16616,0.024579699854291,0.369493625876376,246276,23510,193574,203163,0,0,0,0,0,0,0,0.000393867043479673
"SRR4247190","SRR4247190","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247190_accepted_hits.sorted.bam",FALSE,4011130,1048105,2963025,0.2613,0,1216063,38365,0.0305836604412529,0.38678915688176,483804,42300,319356,405361,0,0,0,0,0,0,0,0
"SRR4247191","SRR4247191","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247191_accepted_hits.sorted.bam",FALSE,4437420,1025896,3411524,0.2312,0,1213811,24316,0.0196393423291795,0.323943798606283,400712,36830,325759,473679,0,0,0,0,0,0,0,2.49555790692567e-05
"SRR4247192","SRR4247192","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247192_accepted_hits.sorted.bam",FALSE,3531284,981377,2549907,0.2779,0,1166504,36599,0.0304205043125983,0.384943105259623,464241,43343,340419,357996,0,0,0,0,0,0,0,0.000146475645192906
"SRR4247193","SRR4247193","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247193_accepted_hits.sorted.bam",FALSE,2266212,636343,1629869,0.2808,0,740040,28235,0.0367511633204256,0.40800833155642,313809,27259,201006,227050,0,0,0,0,0,0,0,0
"SRR4247194","SRR4247194","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247194_accepted_hits.sorted.bam",FALSE,2425934,543134,1882800,0.2239,0,647531,15746,0.0237397045276709,0.41884068878319,278261,28463,186127,171509,0,0,0,0,0,0,0,0
"SRR4247195","SRR4247195","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247195_accepted_hits.sorted.bam",FALSE,3730348,1011896,2718452,0.2713,0,1174485,58942,0.0477871815681025,0.445117659337263,550177,56583,344485,284781,0,0,0,0,0,0,0,0
"SRR4247196","SRR4247196","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247196_accepted_hits.sorted.bam",FALSE,1856396,505882,1350514,0.2725,0,600778,15125,0.0245574384278044,0.410244602450078,253004,23101,168822,171788,0,0,0,0,0,0,0,0
"SRR4247197","SRR4247197","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247197_accepted_hits.sorted.bam",FALSE,3063474,822908,2240566,0.2686,0,960415,36552,0.0366631994840351,0.441418128420985,441291,36944,270706,250771,0,0,0,0,0,0,0,0
"SRR4247198","SRR4247198","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247198_accepted_hits.sorted.bam",FALSE,1811618,478984,1332634,0.2644,0,581551,14579,0.0244560750171942,0.391871175889064,234665,23302,178652,162213,0,0,0,0,0,0,0,0
"SRR4247199","SRR4247199","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247199_accepted_hits.sorted.bam",FALSE,2441644,534595,1907049,0.2189,0,660070,5038,0.00757470967121129,0.463123963123963,308749,34242,202898,120777,0,0,0,0,0,0,0,0
"SRR4247200","SRR4247200","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4247200_accepted_hits.sorted.bam",FALSE,1797084,487472,1309612,0.2713,0,578947,4466,0.00765495455192119,0.543182494433747,317639,31689,147951,87495,0,0,0,0,0,0,0,0
