"","SAMPLE_ID","FQCbasicStats","perBaseQual","perTileQual","perSeqQual","perBaseContent","GCcontent","Ncontent","SeqLengthDist","SeqDuplication","OverrepSeqs","AdapterContent","KmerContent","SeqLength_R1","percentGC_R1","phred20-21_R1","phred48-49_R1","phred76-77_R1","phred100-101_R1","phredGT30_R1","phredGT35_R1","Adapter50-51_R1","Adapter70-71_R1","Adapter88-89_R1","SeqLength_R2","percentGC_R2","phred20-21_R2","phred48-49_R2","phred76-77_R2","phred100-101_R2","phredGT30_R2","phredGT35_R2","Adapter50-51_R2","Adapter70-71_R2","Adapter88-89_R2","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate"
"SRR2453335","SRR2453335","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","101","47","41.0","40.0","34.0","34.5",0.947109424160104,0.829842083649725,0.0355533414151037,0.0452406988870838,0.0629988822712159,"101","47","41.0","40.0","35.0","34.5",0.916588805455352,0.79358504075597,0.033087871963838,0.042835867856635,0.0608025882489425,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453335_accepted_hits.sorted.bam",FALSE,67613898,65612566,2001332,0.9704,0.9405,65789741,1573257,0.023354913627805,0.869322590604468,30001544,1898181,1637859,973821,0,0,0,0,0,0,0,1.36659633250875e-06
"SRR2453336","SRR2453336","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL/WARN","PASS","FAIL","101","50","41.0","40.0","33.5","34.5",0.922058435838527,0.792663225438693,0.401515399621693,0.456486374893703,0.54007544942705,"101","50","41.0","39.0","35.0","34.5",0.880552586655714,0.743118504999639,0.362436983124775,0.414019280403177,0.492177376415274,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453336_accepted_hits.sorted.bam",FALSE,158350838,149631518,8719320,0.9449,0.9127,152163959,2892499,0.01865448906359,0.860588082137118,68637650,4074317,5119412,1925303,0,0,0,0,0,0,0,2.31651287595074e-06
"SRR2453337","SRR2453337","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","WARN","WARN/PASS","PASS","FAIL","101","46","41.0","40.0","34.5","34.5",0.952049562165115,0.85549865779727,0.0361571454656947,0.0447824543835166,0.0570223564642999,"101","45","41.0","40.0","35.5","34.5",0.927774560029814,0.828611953239051,0.0332340721943029,0.042263079210987,0.0550150798060679,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453337_accepted_hits.sorted.bam",FALSE,53505330,50230242,3275088,0.9388,0.9019,49709540,2250834,0.0433182794257793,0.777013163248425,20853759,1213147,1733357,3038097,0,0,0,0,0,0,0,5.51459331624577e-06
"SRR2453338","SRR2453338","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","WARN/PASS","PASS","FAIL","101","46","41.0","40.5","34.5","34.5",0.966080344509338,0.896623330044766,0.0375729870694572,0.0471204413140873,0.0597967429235306,"101","45","41.0","40.5","35.5","34.5",0.944619401642806,0.864826642188949,0.0355124175906302,0.0453414680980935,0.0584826270303091,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453338_accepted_hits.sorted.bam",FALSE,22372456,21020120,1352336,0.9396,0.9039,20744739,938135,0.0432661740320956,0.780652474890725,8727875,506956,673075,1272325,0,0,0,0,0,0,0,5.04131876315827e-06
"SRR2453339","SRR2453339","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","PASS","PASS","FAIL","101","45","41.0","40.0","34.5","34.5",0.954316532881688,0.858781127963845,0.0244665790772564,0.0321045561376666,0.0440863106560538,"101","45","41.0","40.0","35.5","34.5",0.929971882627496,0.831063564818958,0.0216936327697804,0.0292477648234436,0.0412941709132984,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453339_accepted_hits.sorted.bam",FALSE,98992180,93825290,5166890,0.9478,0.9124,93822741,3572432,0.0366797644068048,0.767903249779655,38525908,2225970,3439641,5978744,0,0,0,0,0,0,0,6.59296595942658e-06
"SRR2453340","SRR2453340","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN/PASS","PASS","FAIL","101","46","41.0","40.0","34.5","34.5",0.950565252101832,0.853574492219081,0.0370301514058031,0.047973888948144,0.0648536821598511,"101","46","41.0","40.0","35.0","34.5",0.926706816707691,0.82714814919835,0.0336696162258938,0.0445461232909667,0.0607130757069354,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453340_accepted_hits.sorted.bam",FALSE,101144604,95259880,5884724,0.9418,0.9058,94602806,4222386,0.0427258061891749,0.775625774549237,39519852,2313535,3439062,5679767,0,0,0,0,0,0,0,5.33908882047433e-06
"SRR2453341","SRR2453341","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","WARN","PASS","FAIL","101","48","41.0","40.0","34.5","34.5",0.952856145950328,0.860590199311223,0.0488986161043561,0.0604228632085234,0.0751824733399656,"101","48","41.0","40.0","35.0","34.5",0.923105003366618,0.820668341271741,0.0471624138874591,0.0580272319724273,0.0719382843028735,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453341_accepted_hits.sorted.bam",FALSE,79311038,76153354,3157684,0.9602,0.9264,76360255,2147719,0.0273566988239946,0.866286865139357,34956975,2118392,2309588,967700,0,0,0,0,0,0,0,1.80221543769162e-06
"SRR2453342","SRR2453342","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","48","41.0","40.0","35.0","34.0",0.959644712109418,0.873115268728677,0.084839026339135,0.129251315129573,0.630705110998719,"101","48","41.0","40.0","35.0","33.5",0.940132629172144,0.841913351883203,0.085938681233565,0.133973690970628,0.625521289449003,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453342_accepted_hits.sorted.bam",FALSE,53744134,51634403,2109731,0.9607,0.9251,51509981,2202566,0.0410065454538955,0.781323231076287,21474937,1443968,1984712,2581726,0,0,0,0,0,0,0,5.68104111318231e-06
"SRR2453343","SRR2453343","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","48","41.0","40.0","35.0","34.0",0.959506414424767,0.873235272204628,0.0817148821532746,0.123357152352174,0.669036850615897,"101","48","41.0","40.0","35.0","33.5",0.941862692728008,0.845400271845187,0.0808510250985628,0.12381496934016,0.650934003882615,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453343_accepted_hits.sorted.bam",FALSE,36695886,35373456,1322430,0.964,0.9293,34855684,1945255,0.0528588414551053,0.782511832579968,14706097,974934,1338429,1773990,0,0,0,0,0,0,0,4.89592853902704e-06
"SRR2453344","SRR2453344","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","WARN/PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.955537886024631,0.865975320048749,0.111415908977176,0.179702183418661,0.836561520078774,"101","49","41.0","40.0","35.0","33.5",0.934145823279411,0.83134133510442,0.116579804711736,0.193253939361844,0.845421349252384,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453344_accepted_hits.sorted.bam",FALSE,28815454,27670148,1145306,0.9603,0.9209,27249790,1447765,0.0504490713581697,0.798219259149466,11718542,817994,980083,1164237,0,0,0,0,0,0,0,3.58406361473979e-06
"SRR2453345","SRR2453345","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.958385980327442,0.867389271036335,0.0879610161476451,0.132170550470564,0.619493599064856,"101","49","41.0","40.0","35.0","33.5",0.934518756602553,0.829285875244224,0.0904728366404558,0.13921808646179,0.621004674425744,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453345_accepted_hits.sorted.bam",FALSE,40170068,38674656,1495412,0.9628,0.9273,38161520,1884721,0.0470636182806771,0.79965968816553,16370953,1101620,1292536,1707291,0,0,0,0,0,0,0,3.78719552856819e-06
"SRR2453346","SRR2453346","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","48","41.0","40.0","35.0","34.0",0.946848539237834,0.830527548370206,0.0571569696275022,0.0916328863062572,0.533760480978578,"101","48","41.0","40.0","35.0","33.5",0.92072061081787,0.795369424532105,0.0574911947350951,0.0940724311764106,0.528083130378618,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453346_accepted_hits.sorted.bam",FALSE,67020698,64781371,2239327,0.9666,0.931,63827275,3542066,0.0525768242263198,0.784990212675177,27027005,1807278,2435842,3159610,0,0,0,0,0,0,0,4.47700364875797e-06
"SRR2453347","SRR2453347","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","48","41.0","40.0","35.0","34.0",0.94668355936821,0.831422908360944,0.0634035093209119,0.0947658536298654,0.594305455905504,"101","48","41.0","40.0","35.0","33.5",0.921886114912921,0.79824885782208,0.0635463100175806,0.0974066317305797,0.587347543699704,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453347_accepted_hits.sorted.bam",FALSE,48319092,46731563,1587529,0.9671,0.9305,45638906,2920970,0.0601519246054088,0.786192740280276,19488023,1313512,1698634,2287675,0,0,0,0,0,0,0,5.08004326554828e-06
"SRR2453348","SRR2453348","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","48","41.0","40.0","35.0","34.0",0.946647580194325,0.830492743777027,0.0766194960714945,0.114870423844607,0.62046942476136,"101","48","41.0","40.0","35.0","33.5",0.922722604840015,0.798907017417146,0.0752677398471676,0.114317735339094,0.603376034476398,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453348_accepted_hits.sorted.bam",FALSE,45052502,43449458,1603044,0.9644,0.9306,42523512,2612630,0.0578833255177193,0.790232752517405,18203744,1185064,1583185,2063934,0,0,0,0,0,0,0,4.06509781724023e-06
"SRR2453349","SRR2453349","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.945495592859019,0.827633482614575,0.0691648960892014,0.115151519061909,0.633248401533633,"101","49","41.0","40.0","35.0","33.5",0.916961820263321,0.78928581798098,0.0693326519863051,0.117192549143337,0.62878136309409,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453349_accepted_hits.sorted.bam",FALSE,46496130,44815354,1680776,0.9639,0.9275,44062727,2509407,0.0538821562267256,0.781756970268356,18626269,1211050,1665027,2323817,0,0,0,0,0,0,0,4.02657129025679e-06
"SRR2453350","SRR2453350","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.945613416710873,0.828664990073291,0.0806548561904665,0.117487265291637,0.442319644663779,"101","49","41.0","40.0","35.0","33.5",0.9145592160455,0.784031832358004,0.0810729206634404,0.123620735626247,0.445082586314056,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453350_accepted_hits.sorted.bam",FALSE,53819450,51942571,1876879,0.9651,0.9319,50814720,3071977,0.0570080775223614,0.794178876881738,21880782,1439728,1827346,2403597,0,0,0,0,0,0,0,3.97609189653277e-06
"SRR2453351","SRR2453351","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.949276382415559,0.838870033696868,0.0601463958301446,0.098047287428264,0.602560956793309,"101","49","41.0","40.0","35.0","34.0",0.924804637570063,0.804023835973275,0.0606014470563988,0.100670332711029,0.595978965842132,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453351_accepted_hits.sorted.bam",FALSE,61531534,59438846,2092688,0.966,0.9298,58819145,3123475,0.0504252968311641,0.772996831158912,24448074,1688784,2306046,3184747,0,0,0,0,0,0,0,5.35829529966246e-06
"SRR2453352","SRR2453352","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.5",0.950790955867986,0.843764901906812,0.0648334841059387,0.101327279175005,0.716358183135762,"101","49","41.0","40.0","35.0","34.0",0.92659747556359,0.809222733728502,0.064355763696737,0.10236865911464,0.703659414163121,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453352_accepted_hits.sorted.bam",FALSE,39562890,38299498,1263392,0.9681,0.9333,37823102,2000224,0.0502274470997224,0.762010673572753,15480416,1029202,1448055,2357549,0,0,0,0,0,0,0,6.52437247164417e-06
"SRR2453353","SRR2453353","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.94948014152564,0.839795752496204,0.0591307403338714,0.0957160611576384,0.454077028480219,"101","49","41.0","40.0","35.0","34.0",0.922473682913423,0.801492969616022,0.0599164595817002,0.0980496043882119,0.452181427125484,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453353_accepted_hits.sorted.bam",FALSE,46581524,45061000,1520524,0.9674,0.9344,44348547,2292985,0.049161871441101,0.79943742587313,19047835,1285243,1490289,2003182,0,0,0,0,0,0,0,3.83245654952387e-06
"SRR2453354","SRR2453354","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.948935000784664,0.836999965927804,0.0794869985247086,0.116437773925695,0.537532298647311,"101","49","41.0","40.0","35.0","33.5",0.921224273032274,0.797593947327164,0.0800947415411722,0.120479747320905,0.536316812614384,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453354_accepted_hits.sorted.bam",FALSE,51831118,50144471,1686647,0.9675,0.9336,49077049,2941262,0.0565428200850274,0.791731401969735,21036605,1419020,1792653,2322103,0,0,0,0,0,0,0,3.89796737638987e-06
"SRR2453355","SRR2453355","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.5",0.952098263729616,0.8447257078868,0.0568439144993281,0.0941984868846008,0.657361790301458,"101","49","41.0","40.0","35.0","34.0",0.927813050483126,0.809671846285501,0.0581149585502447,0.0984615282807705,0.655995922329282,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453355_accepted_hits.sorted.bam",FALSE,49565552,47854111,1711441,0.9655,0.9286,47635339,2149849,0.0431825023940856,0.787520470620389,20008646,1367520,1788031,2242947,0,0,0,0,0,0,0,3.84833636418976e-06
"SRR2453356","SRR2453356","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","48","41.0","40.0","35.0","34.0",0.955787657741427,0.859793182828498,0.0594395917897527,0.0954038056152061,0.540131669875675,"101","49","41.0","40.0","35.0","33.5",0.933540713535033,0.825149403696518,0.0604131713104469,0.0994495176425885,0.536870877222632,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453356_accepted_hits.sorted.bam",FALSE,42934346,41528004,1406342,0.9672,0.9334,41165419,1851691,0.04304545330916,0.798127828660762,17522333,1173083,1380659,1878219,0,0,0,0,0,0,0,4.90802223653665e-06
"SRR2453357","SRR2453357","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.956258761397533,0.859744845116158,0.0598978409873129,0.0971230050194054,0.578074508222996,"101","49","41.0","40.0","35.0","33.5",0.934443269990886,0.825712118303185,0.0609386726650357,0.100766980136504,0.573379058977482,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453357_accepted_hits.sorted.bam",FALSE,46981660,45258021,1723639,0.9633,0.9274,44353232,2671398,0.0568084852554927,0.784470552804132,18837824,1275365,1647524,2252711,0,0,0,0,0,0,0,4.98996062390221e-06
"SRR2453358","SRR2453358","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.956831666256387,0.860785203568711,0.0624602628360459,0.096239992095828,0.421862850335955,"101","49","41.0","40.0","35.0","33.5",0.93266147871651,0.823136895681118,0.0636380737711552,0.0997120224353446,0.422181026749705,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453358_accepted_hits.sorted.bam",FALSE,35829180,34531477,1297703,0.9638,0.931,33901127,1941676,0.054171990957292,0.793201836617291,14517625,971981,1228912,1584043,0,0,0,0,0,0,0,4.47731636545234e-06
"SRR2453359","SRR2453359","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.953889621109441,0.85415193828316,0.0741039169977017,0.111864359188888,0.530300043713009,"101","49","41.0","40.0","35.0","33.5",0.928914049670618,0.815374843726101,0.0761098386174119,0.118075544442552,0.532327697961319,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453359_accepted_hits.sorted.bam",FALSE,46013762,43496763,2516999,0.9453,0.909,42565537,2686424,0.0593659134462703,0.777193281100631,18002236,1212041,1655991,2292871,0,0,0,0,0,0,0,4.33279510389709e-06
"SRR2453360","SRR2453360","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.957600080082016,0.863352412342522,0.0722011179610664,0.109778486768608,0.547218716039098,"101","49","41.0","40.0","35.0","33.5",0.934473512946379,0.826787058951318,0.0740419785826399,0.114971362253345,0.549407600061765,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453360_accepted_hits.sorted.bam",FALSE,43675224,42182975,1492249,0.9658,0.9323,41891372,1959115,0.0446771548968202,0.788972844845028,17664930,1205521,1556548,1962783,0,0,0,0,0,0,0,4.92501243990211e-06
"SRR2453361","SRR2453361","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","48","41.0","40.0","35.0","34.0",0.956206306802007,0.86112555883959,0.0608956509020836,0.102123514644281,0.63884893184444,"101","48","41.0","40.0","35.0","33.5",0.934087168469064,0.825861438622965,0.0621632757223553,0.106809805990152,0.634640940173022,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453361_accepted_hits.sorted.bam",FALSE,38260532,36822208,1438324,0.9624,0.9278,36520592,1663248,0.0435589505927115,0.792244922731967,15441992,1069068,1262928,1717449,0,0,0,0,0,0,0,4.46833543237168e-06
"SRR2453362","SRR2453362","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","WARN","WARN/PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.955732855403125,0.861555863839892,0.105581232866645,0.155821456388449,0.84509240644001,"101","49","41.0","40.0","35.0","34.0",0.932383001564129,0.825093886339055,0.107827508202366,0.162895860410284,0.83909185206513,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453362_accepted_hits.sorted.bam",FALSE,47678928,46067828,1611100,0.9662,0.9311,45718180,2273923,0.0473811910263653,0.761279340591422,18641011,1242051,1823114,2780251,0,0,0,0,0,0,0,5.47180622338563e-06
"SRR2453363","SRR2453363","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","48","41.0","40.0","35.0","34.5",0.957098029367104,0.863665127123167,0.0834789163886278,0.123917757302179,0.617450232760728,"101","48","41.0","40.0","35.0","34.0",0.936943169023541,0.832134613431258,0.0813457426478943,0.122416734669986,0.600508583051851,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453363_accepted_hits.sorted.bam",FALSE,37174656,35940886,1233770,0.9668,0.9337,35153690,2173382,0.0582253545094563,0.769359033925206,14648099,977567,1305527,2108161,0,0,0,0,0,0,0,5.32492304974181e-06
"SRR2453364","SRR2453364","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.954030727924493,0.857193484048173,0.0897765566396282,0.140186909993141,0.583294273386382,"101","49","41.0","40.0","35.0","33.5",0.924541774996961,0.808822125101354,0.0869824055945926,0.145581787029681,0.585037201314399,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453364_accepted_hits.sorted.bam",FALSE,47563642,45702992,1860650,0.9609,0.9249,45009807,2497363,0.0525681281372896,0.781513820147601,19008509,1281576,1694003,2338590,0,0,0,0,0,0,0,4.41907358436161e-06
"SRR2453365","SRR2453365","PASS","PASS","PASS/WARN","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.957308584284984,0.862318183566767,0.0694686764651372,0.10918479517306,0.565607832674188,"101","49","41.0","40.0","35.0","34.0",0.933264097614118,0.824143375992547,0.0706643862419654,0.113637783307454,0.565644940908641,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453365_accepted_hits.sorted.bam",FALSE,48506754,46950185,1556569,0.9679,0.9347,46657238,2111319,0.0432926280759137,0.794867533205027,19775441,1338046,1688757,2076670,0,0,0,0,0,0,0,4.50053174541089e-06
"SRR2453366","SRR2453366","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.5",0.958841360218334,0.869077150361379,0.0658023094487961,0.104910982546403,0.582280198465641,"101","49","41.0","40.0","35.0","34.0",0.937764321670726,0.835828051336973,0.0674971057727853,0.109959716616743,0.57918059901756,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453366_accepted_hits.sorted.bam",FALSE,42069952,37153341,4916611,0.8831,0.8498,36819537,1802244,0.0466639277976332,0.778758869238613,15391247,1029250,1375328,1967991,0,0,0,0,0,0,0,5.00284349929541e-06
"SRR2453367","SRR2453367","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.5",0.958929513131384,0.870558738591366,0.0864551390008065,0.129486031341127,0.785481995939859,"101","49","41.0","40.0","35.0","34.0",0.938947786509841,0.838828967626577,0.0870555219105344,0.133308296675902,0.777953918851935,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453367_accepted_hits.sorted.bam",FALSE,38642006,37199382,1442624,0.9627,0.9248,36831850,1833838,0.0474280452477659,0.780100083854862,15401083,1039085,1372841,1929436,0,0,0,0,0,0,0,5.77881438597532e-06
"SRR2453368","SRR2453368","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","48","41.0","40.0","35.0","34.5",0.959446866063108,0.872299397769245,0.101279642809764,0.138711140755575,0.545470003256966,"101","48","41.0","40.0","35.0","34.0",0.940500911580959,0.843244217857787,0.0985971633588401,0.137319845193469,0.530337738794577,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453368_accepted_hits.sorted.bam",FALSE,38956496,37745739,1210757,0.9689,0.9381,36894921,2196152,0.0561803969924284,0.793029812660832,15794249,1008902,1256855,1856331,0,0,0,0,0,0,0,3.9254794577444e-06
"SRR2453369","SRR2453369","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.5",0.957948946080996,0.867777473803174,0.0912885570873486,0.141523056153086,0.728463625212779,"101","49","41.0","40.0","35.0","34.0",0.93556808000868,0.832438196615145,0.0933694570573504,0.147492528651064,0.728774011552842,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453369_accepted_hits.sorted.bam",FALSE,45749436,44273780,1475656,0.9677,0.934,43359429,2567303,0.0558999712846975,0.795577484311337,18636685,1256042,1529414,2003214,0,0,0,0,0,0,0,5.20478829791886e-06
"SRR2453370","SRR2453370","PASS","PASS","WARN/PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","48","41.0","40.0","35.0","34.5",0.959980000676453,0.873102668248167,0.0832288374958069,0.123544627998856,0.562658162378681,"101","48","41.0","40.0","35.0","34.0",0.938489205954545,0.838948610835611,0.0859404809293639,0.130916978673878,0.567760717226772,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453370_accepted_hits.sorted.bam",FALSE,44585508,43118288,1467220,0.9671,0.9328,42820307,1940688,0.0433566769460777,0.786264032606395,17966130,1218370,1529917,2135579,0,0,0,0,0,0,0,4.84244520105332e-06
"SRR2453371","SRR2453371","PASS","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","WARN","PASS","PASS","FAIL","101","49","41.0","40.0","35.0","34.0",0.95473426043151,0.857031494037954,0.0888167080766595,0.150519160997858,0.881060143645397,"101","49","41.0","40.0","35.0","33.5",0.930687536493591,0.821756168175712,0.0897328420794697,0.154579676615735,0.875440544558882,"/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/scorecard/HISAT2_out/SRR2453371_accepted_hits.sorted.bam",FALSE,72478480,69855932,2622548,0.9638,0.9261,68716608,4046051,0.05560614545436,0.773888411099821,28791568,1942515,2721622,3748067,0,0,0,0,0,0,0,5.27932344636457e-06
